Nº	ROTA	CLIENTE	FORNECEDOR	OPERAÇÃO	VALOR	HR FRANQ	KM FRANQ	HR EXTRA	KM EXTRA	PEDÁGIO	STATUS		DATA INICIAL	HORA INICIAL	REF.	ROTA	VIATURA	VEICULO ESCOLTADO	DATA FINAL	HORA FINAL		INICIAL	FINAL	TOTAL		INICIAL	FINAL	TOTAL		KM 	VALOR	TOTAL		HORA	VALOR	TOTAL		ACIONAMENTO	PEDAGIO	REVISÃO	VALOR TOTAL		Nº	ROTA	CLIENTE	FORNECEDOR	EQUIPE	VALOR	HR FRANQ	KM FRANQ	HR EXTRA	KM EXTRA	PEDAGIO	SITUAÇÃO												  	FINAL	TOTAL		INICIAL	FINAL	TOTAL		KM 	VALOR	TOTAL		HORA	VALOR	 TOTAL 		ESCOLTA	 PEDÁGIO 	TOTAL
4397	OLINDA NOVA DO MARANHÃO (1 ARMADO)	XGLOBAL	ATIVA	PRONTA RESPOSTA	 R$649,00 	03:00:00	50	 R$113,00 	 R$2,30 	À PARTE	CONCLUIDO		08/04/2026	09:16:00		OLINDA NOVA DO MARANHÃO (1 ARMADO)	TBE6D03	KPW9A14	08/04/2026	13:36:00		0	50	50		09:16:00	13:36:00	04:20:00		0	 R$2,30 	 R$-   		01:20:00	 R$113,00 	 R$150,67 		 R$649,00 	 R$ -   	 R$ 799,67 	 R$ 799,67 		4397	OLINDA NOVA DO MARANHÃO (1 ARMADO)	XGLOBAL	ATIVA	PRONTA RESPOSTA	 R$ 430,00 	3:00:00	50	 R$70,00 	 R$1,50 	À PARTE	CONCLUIDO		08/04/2026	09:16:00			OLINDA NOVA DO MARANHÃO (1 ARMADO)	TBE6D03	KPW9A14	08/04/2026	13:36:00		0	50	50		09:16:00	13:36:00	04:20:00		0	 R$1,50 	 R$-   		01:20:00	 R$70,00 	 R$93,33 		 R$430,00 	 R$ -   	 R$523,33 
4398	SÃO PAULO PRESERVAÇÃO (1 ARMADO)	IBL	ATIVA	PRONTA RESPOSTA	 R$730,00 	03:00:00	100	 R$168,51 	 R$7,30 	À PARTE	EM VIAGEM		08/04/2026	11:37:00		SÃO PAULO PRESERVAÇÃO (1 ARMADO)	KPZ9J66	BAX8622	08/04/2026	19:03:00				0		11:37:00	19:03:00	07:26:00		0	 R$7,30 	 R$-   		04:26:00	 R$168,51 	 R$747,06 		 R$730,00 	 R$ -   	 R$ 1.477,06 	 R$ 1.477,06 		4398	SÃO PAULO PRESERVAÇÃO (1 ARMADO)	IBL	ATIVA	PRONTA RESPOSTA	 R$ 430,00 	3:00:00	50	 R$70,00 	 R$1,50 	À PARTE	EM VIAGEM		08/04/2026	11:37:00		SP	SÃO PAULO PRESERVAÇÃO (1 ARMADO)	KPZ9J66	BAX8622	08/04/2026	19:03:00		0	0	0		11:37:00	19:03:00	07:26:00		0	 R$1,50 	 R$-   		04:26:00	 R$70,00 	 R$310,33 		 R$430,00 	 R$ -   	 R$740,33 
4399	PIRAPORA DO BOM JESUS X SANTOS SP	CESARI	COMANDO G8	CARACTERIZADA	 R$1.049,76 	03:00:00	150	 R$163,30 	 R$7,00 	À PARTE	CONCLUIDO		09/04/2026	08:00:00	 PBJ089-2026 - THYSSEN	PIRAPORA DO BOM JESUS X SANTOS SP	RTC6J09	BZY5G56	09/04/2026	19:54:00		344.628	344.763	135		08:00:00	19:54:00	11:54:00		0	 R$7,00 	 R$-   		08:54:00	 R$163,30 	 R$1.453,37 		 R$1.049,76 	 R$ 51,90 	 R$ 2.555,03 	 R$ 2.555,03 		4399	PIRAPORA DO BOM JESUS X SANTOS SP	CESARI	COMANDO G8	CARACTERIZADA	 R$ 400,00 	4:00:00	110	 R$90,00 	 R$4,00 	À PARTE	CONCLUIDO		09/04/2026	08:00:00		SP	PIRAPORA DO BOM JESUS X SANTOS SP	RTC6J09	BZY5G56	09/04/2026	19:54:00		344.628	344.763	135		08:00:00	19:54:00	11:54:00		25	 R$4,00 	 R$100,00 		07:54:00	 R$90,00 	 R$711,00 		 R$400,00 	 R$ 51,90 	 R$1.262,90 
4400	GUARUJA X OSASCO	ATUAL	TORRES	CARACTERIZADA	 R$991,44 	03:00:00	100	 R$157,46 	 R$5,83 	À PARTE	CONCLUIDO		09/04/2026	03:00:00	SUL	GUARUJA X OSASCO	UEB7H08	GAN0E37	09/04/2026	05:41:00		3.602	3.733	131		03:00:00	05:41:00	02:41:00		31	 R$5,83 	 R$180,73 		00:00:00	 R$157,46 	 R$-   		 R$991,44 	 R$ 25,90 	 R$ 1.198,07 	 R$ 1.198,07 		4400	GUARUJA X OSASCO	ATUAL	TORRES	CARACTERIZADA	 R$ 480,15 	3:00:00	100	 R$106,70 	 R$4,80 	À PARTE	CONCLUIDO		09/04/2026	03:00:00	35992	SP	GUARUJA X OSASCO	UEB7H08	GAN0E37	09/04/2026	05:41:00		3.602	3.733	131		03:00:00	05:41:00	02:41:00		31	 R$4,80 	 R$148,80 		00:00:00	 R$106,70 	 R$-   		 R$480,15 	 R$ 25,90 	 R$573,90 
4401	DIADEMA X SÃO JOSE DOS PINHAIS PR	CEVA	MW	CARACTERIZADA	 R$660,00 	03:00:00	100	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		08/04/2026	03:00:00		DIADEMA X SÃO JOSE DOS PINHAIS PR	IZA3D61	BBV6G11	09/04/2026	06:57:00		156.990	157.422	432		03:00:00	06:57:00	27:57:00		332	 R$6,60 	 R$2.191,20 		24:57:00	 R$160,00 	 R$3.992,00 		 R$660,00 	 R$ 25,80 	 R$ 6.869,00 	 R$ 6.869,00 		4401	DIADEMA X SÃO JOSE DOS PINHAIS PR	CEVA	MW	CARACTERIZADA	 R$ 1.800,00 	10:00	400	 R$90,00 	 R$4,50 	À PARTE	CONCLUIDO		08/04/2026	03:00:00		SP	DIADEMA X SÃO JOSE DOS PINHAIS PR	IZA3D61	BBV6G11	09/04/2026	06:57:00		156.990	157.422	432		03:00:00	06:57:00	27:57:00		32	 R$4,50 	 R$144,00 		17:57:00	 R$90,00 	 R$1.615,50 		 R$1.800,00 	 R$ 25,80 	 R$3.585,30 
4402	CAMPINAS /SP (1 ARMADO) 	CEVA	ATIVA	CARACTERIZADA	 R$649,00 	03:00:00	50	 R$113,00 	 R$2,30 	À PARTE	EM VIAGEM		08/04/2026	20:20:00		CAMPINAS /SP (1 ARMADO) 	QSR0C75	ENX8F94	08/04/2026	22:00:00				0		20:20:00	22:00:00	01:40:00		0	 R$2,30 	 R$-   		00:00:00	 R$113,00 	 R$-   		 R$649,00 	 R$ -   	 R$ 649,00 	 R$ 649,00 		4402	CAMPINAS /SP (1 ARMADO) 	CEVA	ATIVA	CARACTERIZADA	 R$ 430,00 	3:00:00	50	 R$70,00 	 R$1,50 	À PARTE	EM VIAGEM		08/04/2026	20:20:00			CAMPINAS /SP (1 ARMADO) 	QSR0C75	ENX8F94	08/04/2026	22:00:00		0	0	0		20:20:00	22:00:00	01:40:00		0	 R$1,50 	 R$-   		00:00:00	 R$70,00 	 R$-   		 R$430,00 	 R$ -   	 R$430,00 
4403	JUNDIAI/SP - x 200 km VIANA-ES	CEVA	COMANDO G8	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		09/04/2026	08:30:00		JUNDIAI/SP - x 200 km VIANA-ES	TXW5H44	RNN7J99 / EBC5C11	09/04/2026	13:01:00		9.471	9.671	200		08:30:00	13:01:00	04:31:00		0	 R$6,60 	 R$-   		00:00:00	 R$160,00 	 R$-   		 R$1.400,00 	 R$ 38,00 	 R$ 1.438,00 	 R$ 1.438,00 		4403	JUNDIAI/SP - x 200 km VIANA-ES	CEVA	COMANDO G8	CARACTERIZADA	 R$ 800,00 	07:00	200	 R$90,00 	 R$4,00 	À PARTE	CONCLUIDO		09/04/2026	08:30:00		SP	JUNDIAI/SP - x 200 km VIANA-ES	TXW5H44	RNN7J99 / EBC5C11	09/04/2026	13:01:00		9.471	9.671	200		17:00:00	13:01:00	04:31:00		0	 R$4,00 	 R$-   		00:00:00	 R$90,00 	 R$-   		 R$800,00 	 R$ 38,00 	 R$838,00 
4404	JUNDIAI/SP - x 200 km BRASILIA-DF	CEVA	COMANDO G8	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		09/04/2026	09:00:00		JUNDIAI/SP - x 200 km BRASILIA-DF	TXW5H39	QJJ9I57	09/04/2026	14:28:00		28.521	28.723	202		09:00:00	14:28:00	05:28:00		2	 R$6,60 	 R$13,20 		00:28:00	 R$160,00 	 R$74,67 		 R$1.400,00 	 R$ 38,00 	 R$ 1.525,87 	 R$ 1.525,87 		4404	JUNDIAI/SP - x 200 km BRASILIA-DF	CEVA	COMANDO G8	CARACTERIZADA	 R$ 800,00 	07:00	200	 R$90,00 	 R$4,00 	À PARTE	CONCLUIDO		09/04/2026	09:00:00		SP	JUNDIAI/SP - x 200 km BRASILIA-DF	TXW5H39	QJJ9I57	09/04/2026	14:28:00		28.521	28.723	202		17:00:00	14:28:00	05:28:00		2	 R$4,00 	 R$8,00 		00:00:00	 R$90,00 	 R$-   		 R$800,00 	 R$ 38,00 	 R$846,00 
4405	JUNDIAI/SP - x 200 km SERRA-ES 	CEVA	COMANDO G8	CARACTERIZADA	 R$1.400,00 	05:00:00	200	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		09/04/2026	10:00:00		JUNDIAI/SP - x 200 km SERRA-ES 	TXW5H51	FCB7G10	09/04/2026	16:30:00		24.563	24.769	206		10:00:00	16:30:00	06:30:00		6	 R$6,60 	 R$39,60 		01:30:00	 R$160,00 	 R$240,00 		 R$1.400,00 	 R$ 38,00 	 R$ 1.717,60 	 R$ 1.717,60 		4405	JUNDIAI/SP - x 200 km SERRA-ES 	CEVA	COMANDO G8	CARACTERIZADA	 R$ 800,00 	07:00	200	 R$90,00 	 R$4,00 	À PARTE	CONCLUIDO		09/04/2026	10:00:00		SP	JUNDIAI/SP - x 200 km SERRA-ES 	TXW5H51	FCB7G10	09/04/2026	16:30:00		24.563	24.769	206		17:00:00	16:30:00	06:30:00		6	 R$4,00 	 R$24,00 		00:00:00	 R$90,00 	 R$-   		 R$800,00 	 R$ 38,00 	 R$862,00 
4406	GUARUJA X PIRITUBA	CEVA	TORRES	CARACTERIZADA	 R$660,00 	03:00:00	100	 R$160,00 	 R$6,60 	À PARTE	CONCLUIDO		09/04/2026	03:00:00		GUARUJA X PIRITUBA	UGU6E48	HHK3E29	09/04/2026	06:50:00		1.528	1.664	136		03:00:00	06:50:00	03:50:00		36	 R$6,60 	 R$237,60 		00:50:00	 R$160,00 	 R$133,33 		 R$660,00 	 R$ 18,30 	 R$ 1.049,23 	 R$ 1.049,23 		4406	GUARUJA X PIRITUBA	CEVA	TORRES	CARACTERIZADA	 R$ 480,15 	3:00:00	100	 R$106,70 	 R$4,80 	À PARTE	CONCLUIDO		09/04/2026	03:00:00		SP	GUARUJA X PIRITUBA	UGU6E48	HHK3E29	09/04/2026	06:50:00		1.528	1.664	136		03:00:00	06:50:00	03:50:00		36	 R$4,80 	 R$172,80 		00:50:00	 R$106,70 	 R$88,92 		 R$480,15 	 R$ 18,30 	 R$760,17 
4407	SÃO PAULO PRESERVAÇÃO (2 ARMADOS)	IBL	ATIVA	PRONTA RESPOSTA	 R$1.460,00 	03:00:00	100	 R$337,02 	 R$7,30 	À PARTE	CONCLUIDO		09/04/2026	04:46:00		SÃO PAULO PRESERVAÇÃO (2 ARMADOS)	EPZ2F02	BXA8622	10/04/2026	10:29:00		76.745	76.895	150		04:46:00	10:29:00	29:43:00		50	 R$7,30 	 R$365,00 		26:43:00	 R$337,02 	 R$9.004,05 		 R$1.460,00 	 R$ 41,40 	 R$ 10.870,45 	 R$ 10.870,45 		4407	SÃO PAULO PRESERVAÇÃO (2 ARMADOS)	IBL	ATIVA	PRONTA RESPOSTA	 R$ 860,00 	3:00:00	50	 R$140,00 	 R$1,50 	À PARTE	CONCLUIDO		09/04/2026	04:46:00		SP	SÃO PAULO PRESERVAÇÃO (2 ARMADOS)	EPZ2F02	BXA8622	10/04/2026	10:29:00		76.745	76.895	150		04:46:00	10:29:00	29:43:00		100	 R$1,50 	 R$150,00 		26:43:00	 R$140,00 	 R$3.740,33 		 R$860,00 	 R$ 41,40 	 R$4.791,73 
4408	CONTAGEM X BELO HORIZONTE	IBL	CENTURIÃO	CARACTERIZADA	 R$930,00 	03:00:00	100	 R$168,51 	 R$7,30 	À PARTE	CONCLUIDO		09/04/2026	13:00:00		CONTAGEM X BELO HORIZONTE	UAB8F46	HIM0228	09/04/2026	14:40:00		13.066	13.089	23		13:00:00	14:40:00	01:40:00		0	 R$7,30 	 R$-   		00:00:00	 R$168,51 	 R$-   		 R$930,00 	 R$ -   	 R$ 930,00 	 R$ 930,00 		4408	CONTAGEM X BELO HORIZONTE	IBL	CENTURIÃO	CARACTERIZADA	 R$ 500,00 	3:00:00	100	 R$118,00 	 R$5,00 	À PARTE	CONCLUIDO		09/04/2026	13:00:00	4091	MG	CONTAGEM X BELO HORIZONTE	UAB8F46	HIM0228	09/04/2026	14:40:00		13.066	13.089	23		13:00:00	14:40:00	01:40:00		0	 R$5,00 	 R$-   		00:00:00	 R$118,00 	 R$-   		 R$500,00 	 R$ -   	 R$500,00 
4409	LIMEIRA SP/ (1 ARMADO) PRESERVAÇÃO	CEVA	ATIVA	CARACTERIZADA	 R$649,00 	03:00:00	50	 R$113,00 	 R$2,30 	À PARTE	CONCLUIDO		09/04/2026	11:54:00		LIMEIRA SP/ (1 ARMADO) PRESERVAÇÃO	FNW1E34	HGZ8D22	09/04/2026	13:35:00		86.198	86.292	94		11:54:00	13:35:00	01:41:00		44	 R$2,30 	 R$101,20 		00:00:00	 R$113,00 	 R$-   		 R$649,00 	 R$ 14,20 	 R$ 764,40 	 R$ 764,40 		4409	LIMEIRA SP/ (1 ARMADO) PRESERVAÇÃO	CEVA	ATIVA	CARACTERIZADA	 R$ 430,00 	3:00:00	50	 R$70,00 	 R$1,50 	À PARTE	CONCLUIDO		09/04/2026	11:54:00			LIMEIRA SP/ (1 ARMADO) PRESERVAÇÃO	FNW1E34	HGZ8D22	09/04/2026	13:35:00		86.198	86.292	94		11:54:00	13:35:00	01:41:00		44	 R$1,50 	 R$66,00 		00:00:00	 R$70,00 	 R$-   		 R$430,00 	 R$ 14,20 	 R$510,20 
4410	AEROPORTO VIRACOPOS X JUNDIAI	IBL	WARDON	CARACTERIZADA	 R$730,00 	03:00:00	100	 R$168,51 	 R$7,30 	À PARTE	CONCLUIDO		09/04/2026	13:45:00		AEROPORTO VIRACOPOS X JUNDIAI	TJS6A52	CUE7B29	09/04/2026	15:38:00		128.396	128.435	39		13:45:00	15:38:00	01:53:00		0	 R$7,30 	 R$-   		00:00:00	 R$168,51 	 R$-   		 R$730,00 	 R$ -   	 R$ 730,00 	 R$ 730,00 		4410	AEROPORTO VIRACOPOS X JUNDIAI	IBL	WARDON	CARACTERIZADA	 R$ 446,00 	3:00:00	100	 R$100,00 	 R$4,46 	À PARTE	CONCLUIDO		09/04/2026	13:45:00	281768	SP	AEROPORTO VIRACOPOS X JUNDIAI	TJS6A52	CUE7B29	09/04/2026	15:38:00		128.396	128.435	39		13:45:00	15:38:00	01:53:00		0	 R$4,46 	 R$-   		00:00:00	 R$100,00 	 R$-   		 R$446,00 	 R$ -   	 R$446,00 
4411	MANAUS X MANAUS	CEVA	USE	CARACTERIZADA	 R$2.398,00 	03:00:00	100	 R$275,00 	 R$11,00 	À PARTE	CONCLUIDO		09/04/2026	14:00:00		MANAUS X MANAUS	RIZ6H77	NDC8A48	09/04/2026	21:03:00		10.138	10.145	7		14:00:00	21:03:00	07:03:00		0	 R$11,00 	 R$-   		04:03:00	 R$275,00 	 R$1.113,75 		 R$2.398,00 	 R$ -   	 R$ 3.511,75 	 R$ 3.511,75 		4411	MANAUS X MANAUS	CEVA	USE	CARACTERIZADA	 R$ 650,00 	3:00:00	100	 R$150,00 	 R$7,00 	À PARTE	CONCLUIDO		09/04/2026	14:00:00		AM	MANAUS X MANAUS	RIZ6H77	NDC8A48	09/04/2026	21:03:00		10.138	10.145	7		14:00:00	21:03:00	07:03:00		0	 R$7,00 	 R$-   		04:03:00	 R$150,00 	 R$607,50 		 R$650,00 	 R$ -   	 R$1.257,50 
4412	MANAUS X MANAUS	CEVA	USE	CARACTERIZADA	 R$2.398,00 	03:00:00	100	 R$275,00 	 R$11,00 	À PARTE	CONCLUIDO		09/04/2026	14:00:00		MANAUS X MANAUS	TSI7G58	NDC8A48	09/04/2026	21:03:00		74.455	74.463	8		14:00:00	21:03:00	07:03:00		0	 R$11,00 	 R$-   		04:03:00	 R$275,00 	 R$1.113,75 		 R$2.398,00 	 R$ -   	 R$ 3.511,75 	 R$ 3.511,75 		4412	MANAUS X MANAUS	CEVA	USE	CARACTERIZADA	 R$ 650,00 	3:00:00	100	 R$150,00 	 R$7,00 	À PARTE	CONCLUIDO		09/04/2026	14:00:00		AM	MANAUS X MANAUS	TSI7G58	NDC8A48	09/04/2026	21:03:00		74.455	74.463	8		14:00:00	21:03:00	07:03:00		0	 R$7,00 	 R$-   		04:03:00	 R$150,00 	 R$607,50 		 R$650,00 	 R$ -   	 R$1.257,50 
4413	PIRAPORA DO BOM JESUS  X  SUZANO/SP	CESARI	TORRES	CARACTERIZADA	 R$769,82 	03:00:00	110	 R$163,30 	 R$7,00 	À PARTE	CONCLUIDO		10/04/2026	08:00:00	PBJ116-2026 - DIFIL	PIRAPORA DO BOM JESUS  X  SUZANO/SP	UEB7H08	FHO1G91	10/04/2026	15:40:00		4.083	4.224	141		08:00:00	15:40:00	07:40:00		31	 R$7,00 	 R$217,00 		04:40:00	 R$163,30 	 R$762,07 		 R$769,82 	 R$ 11,30 	 R$ 1.760,19 	 R$ 1.760,19 		4413	PIRAPORA DO BOM JESUS  X  SUZANO/SP	CESARI	TORRES	CARACTERIZADA	 R$ 720,23 	4:00:00	150	 R$106,70 	 R$4,80 	À PARTE	CONCLUIDO		10/04/2026	08:00:00	36264	SP	PIRAPORA DO BOM JESUS  X  SUZANO/SP	UEB7H08	FHO1G91	10/04/2026	15:40:00		4.083	4.224	141		08:00:00	15:40:00	07:40:00		0	 R$4,80 	 R$-   		03:40:00	 R$106,70 	 R$391,23 		 R$720,23 	 R$ 11,30 	 R$1.122,76 
4414	GUARUJA X OSASCO	ATUAL	TORRES	CARACTERIZADA	 R$991,44 	03:00:00	100	 R$157,46 	 R$5,83 	À PARTE	CONCLUIDO		10/04/2026	08:00:00	SUL	GUARUJA X OSASCO	UGU6E48	EWJ2B38	10/04/2026	14:39:00		2.095	2.233	138		08:00:00	14:39:00	06:39:00		38	 R$5,83 	 R$221,54 		03:39:00	 R$157,46 	 R$574,73 		 R$991,44 	 R$ 25,90 	 R$ 1.813,61 	 R$ 1.813,61 		4414	GUARUJA X OSASCO	ATUAL	TORRES	CARACTERIZADA	 R$ 480,15 	3:00:00	100	 R$106,70 	 R$4,80 	À PARTE	CONCLUIDO		10/04/2026	08:00:00	35992	SP	GUARUJA X OSASCO	UGU6E48	EWJ2B38	10/04/2026	14:39:00		2.095	2.233	138		08:00:00	14:39:00	06:39:00		38	 R$4,80 	 R$182,40 		03:39:00	 R$106,70 	 R$389,46 		 R$480,15 	 R$ 25,90 	 R$1.077,91 
4415	PALHOÇA X PALHOÇA	IBL	SIGILO	CARACTERIZADA	 R$1.250,00 	03:00:00	100	 R$181,33 	 R$8,00 	À PARTE	CANCELADA		10/04/2026	11:30:00	SUL	MISSÃO CANCELADA PELO ENCARREGADO 	FKQ7F51	SXM0G99	10/04/2026	14:37:00		355.054	355.054	0		11:30:00	14:37:00	03:07:00		0	 R$8,00 	 R$-   		00:07:00	 R$181,33 	 R$21,16 		 R$1.250,00 	 R$ -   	 R$ 1.271,16 	 R$ 1.271,16 		4415	PALHOÇA X PALHOÇA	IBL	SIGILO	CARACTERIZADA	 R$ 500,00 	3:00:00	100	 R$100,00 	 R$5,00 	À PARTE	CANCELADA		10/04/2026	11:30:00	5	SC	MISSÃO CANCELADA PELO ENCARREGADO 	FKQ7F51	SXM0G99	10/04/2026	14:37:00		355.054	355.054	0		11:30:00	14:37:00	03:07:00		0	 R$5,00 	 R$-   		00:07:00	 R$100,00 	 R$11,67 		 R$500,00 	 R$ -   	 R$511,67 
4416	PALHOÇA X PALHOÇA	IBL	SIGILO	CARACTERIZADA	 R$1.250,00 	03:00:00	100	 R$181,33 	 R$8,00 	À PARTE	CANCELADA		10/04/2026	12:30:00	SUL	MISSÃO CANCELADA PELO ENCARREGADO 	FKQ7F51	SXM0G99	10/04/2026	14:37:00				0		12:30:00	14:37:00	02:07:00		0	 R$8,00 	 R$-   		00:00:00	 R$181,33 	 R$-   		 R$1.250,00 	 R$ -   	 R$ 1.250,00 	 R$ 1.250,00 		4416	PALHOÇA X PALHOÇA	IBL	SIGILO	CARACTERIZADA	 R$ 500,00 	3:00:00	100	 R$100,00 	 R$5,00 	À PARTE	CANCELADA		10/04/2026	12:30:00	5	SC	MISSÃO CANCELADA PELO ENCARREGADO 	FKQ7F51	SXM0G99	10/04/2026	14:37:00		0	0	0		12:30:00	14:37:00	02:07:00		0	 R$5,00 	 R$-   		00:00:00	 R$100,00 	 R$-   		 R$500,00 	 R$ -   	 R$500,00 
4417	CONTAGEM X BELO HORIZONTE	IBL	CENTURIÃO	CARACTERIZADA	 R$930,00 	03:00:00	100	 R$168,51 	 R$7,30 	À PARTE	CANCELADA		10/04/2026	09:00:00		MISSÃO CANCELADA PELO ENCARREGADO 	UAB8F46	RMN6D63	10/04/2026	11:29:00		13.116	13.116	0		09:00:00	11:29:00	02:29:00		0	 R$7,30 	 R$-   		00:00:00	 R$168,51 	 R$-   		 R$930,00 	 R$ -   	 R$ 930,00 	 R$ 930,00 		4417	CONTAGEM X BELO HORIZONTE	IBL	CENTURIÃO	CARACTERIZADA	 R$ 500,00 	3:00:00	100	 R$118,00 	 R$5,00 	À PARTE	CANCELADA		10/04/2026	09:00:00	4091	MG	MISSÃO CANCELADA PELO ENCARREGADO 	UAB8F46	RMN6D63	10/04/2026	11:29:00		13.116	13.116	0		09:00:00	11:29:00	02:29:00		0	 R$5,00 	 R$-   		00:00:00	 R$118,00 	 R$-   		 R$500,00 	 R$ -   	 R$500,00 
4418	CAMPINAS X CONGONHAS	IBL	WARDON	CARACTERIZADA	 R$730,00 	03:00:00	100	 R$168,51 	 R$7,30 	À PARTE	CONCLUIDO		10/04/2026	09:00:00		CAMPINAS X CONGONHAS	UDN9C89	TKV0G50	10/04/2026	11:42:00		28.402	28.521	119		09:00:00	11:42:00	02:42:00		19	 R$7,30 	 R$138,70 		00:00:00	 R$168,51 	 R$-   		 R$730,00 	 R$ 27,30 	 R$ 896,00 	 R$ 896,00 		4418	CAMPINAS X CONGONHAS	IBL	WARDON	CARACTERIZADA	 R$ 446,00 	3:00:00	100	 R$100,00 	 R$4,46 	À PARTE	CONCLUIDO		10/04/2026	09:00:00		SP	CAMPINAS X CONGONHAS	UDN9C89	TKV0G50	10/04/2026	11:42:00		28.402	28.521	119		09:00:00	11:42:00	02:42:00		19	 R$4,46 	 R$84,74 		00:00:00	 R$100,00 	 R$-   		 R$446,00 	 R$ 27,30 	 R$558,04 
4419	ITAPECERICA DA SERRA (1 ARMADO)	CEVA	ATIVA	CARACTERIZADA	 R$649,00 	03:00:00	50	 R$113,00 	 R$2,30 	À PARTE	EM VIAGEM		10/04/2026	07:37:00		ITAPECERICA DA SERRA (1 ARMADO)	ENT5D34	DTC2H00/APQ6G78	10/04/2026	13:48:00				0		07:37:00	13:48:00	06:11:00		0	 R$2,30 	 R$-   		03:11:00	 R$113,00 	 R$359,72 		 R$649,00 	 R$ -   	 R$ 1.008,72 	 R$ 1.008,72 		4419	ITAPECERICA DA SERRA (1 ARMADO)	CEVA	ATIVA	CARACTERIZADA	 R$ 430,00 	3:00:00	50	 R$70,00 	 R$1,50 	À PARTE	EM VIAGEM		10/04/2026	07:37:00			ITAPECERICA DA SERRA (1 ARMADO)	ENT5D34	DTC2H00/APQ6G78	10/04/2026	13:48:00		0	0	0		07:37:00	13:48:00	06:11:00		0	 R$1,50 	 R$-   		03:11:00	 R$70,00 	 R$222,83 		 R$430,00 	 R$ -   	 R$652,83 
4420	CLARO BRASILIA X AEROPORTO BRASILIA	IBL	JR	CARACTERIZADA	 R$995,00 	03:00:00	100	 R$181,33 	 R$7,30 	À PARTE	CONCLUIDO		10/04/2026	13:30:00		CLARO BRASILIA X AEROPORTO BRASILIA	SUY6G25	REQ8B86	10/04/2026	15:24:00		69.947	69.960	13		13:30:00	15:24:00	01:54:00		0	 R$7,30 	 R$-   		00:00:00	 R$181,33 	 R$-   		 R$995,00 	 R$ -   	 R$ 995,00 	 R$ 995,00 		4420	CLARO BRASILIA X AEROPORTO BRASILIA	IBL	JR	CARACTERIZADA	 R$ 535,00 	3:00:00	100	 R$135,00 	 R$5,35 	À PARTE	CONCLUIDO		10/04/2026	13:30:00		DF	CLARO BRASILIA X AEROPORTO BRASILIA	SUY6G25	REQ8B86	10/04/2026	15:24:00		69.947	69.960	13		13:30:00	15:24:00	01:54:00		0	 R$5,35 	 R$-   		00:00:00	 R$135,00 	 R$-   		 R$535,00 	 R$ -   	 R$535,00 
4421	JUQUIÁ/SP(1 ARMADO)	CEVA	ATIVA	CARACTERIZADA	 R$649,00 	03:00:00	50	 R$113,00 	 R$2,30 	À PARTE	EM VIAGEM		10/04/2026	08:52:00		JUQUIÁ/SP(1 ARMADO)	AOG3H95	AUQ6C37	10/04/2026	11:23:00				0		08:52:00	11:23:00	02:31:00		0	 R$2,30 	 R$-   		00:00:00	 R$113,00 	 R$-   		 R$649,00 	 R$ -   	 R$ 649,00 	 R$ 649,00 		4421	JUQUIÁ/SP(1 ARMADO)	CEVA	ATIVA	CARACTERIZADA	 R$ 430,00 	3:00:00	50	 R$70,00 	 R$1,50 	À PARTE	EM VIAGEM		10/04/2026	08:52:00			JUQUIÁ/SP(1 ARMADO)	AOG3H95	AUQ6C37	10/04/2026	11:23:00		0	0	0		08:52:00	11:23:00	02:31:00		0	 R$1,50 	 R$-   		00:00:00	 R$70,00 	 R$-   		 R$430,00 	 R$ -   	 R$430,00 
4422	ITAJAÍ SC X BLUMENAU SC	LOGGO	INGA	CARACTERIZADA	 R$928,53 	03:00:00	100	 R$168,51 	 R$7,30 	À PARTE	CONCLUIDO		10/04/2026	15:00:00		ITAJAÍ SC X BLUMENAU SC	BZB3E24	QNY-0666	10/04/2026	18:29:00		259.244	259.298	54		15:00:00	18:29:00	03:29:00		0	 R$7,30 	 R$-   		00:29:00	 R$168,51 	 R$81,45 		 R$928,53 	 R$ -   	 R$ 1.009,98 	 R$ 1.009,98 		4422	ITAJAÍ SC X BLUMENAU SC	LOGGO	INGA	CARACTERIZADA	 R$ 500,00 	03:00	100	 R$100,00 	 R$5,00 	À PARTE	CONCLUIDO		10/04/2026	15:00:00		SC	ITAJAÍ SC X BLUMENAU SC	BZB3E24	QNY-0666	10/04/2026	18:29:00		259.244	259.298	54		15:00:00	18:29:00	03:29:00		0	 R$5,00 	 R$-   		00:29:00	 R$100,00 	 R$48,33 		 R$500,00 	 R$ -   	 R$548,33 
